Year,StockKeyLabel,F,SSB,FishingPressureDescription,StockSizeDescription,Landings,Catches,Discards,AssessmentYear,Flim,Fpa,Bpa,Blim,FMSY,MSYBtrigger,Ecoregion,landings,F/FMSy,B/BMSY
1987,bll.27.22-32,NA,NA,F,A_index,15,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1973,bll.27.22-32,NA,NA,F,A_index,13,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1986,bll.27.22-32,NA,NA,F,A_index,18,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1971,bll.27.22-32,NA,NA,F,A_index,3,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1983,bll.27.22-32,NA,NA,F,A_index,55,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1988,bll.27.22-32,NA,NA,F,A_index,6,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1989,bll.27.22-32,NA,NA,F,A_index,10,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1972,bll.27.22-32,NA,NA,F,A_index,7,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1998,bll.27.22-32,NA,NA,F,A_index,22,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1984,bll.27.22-32,NA,NA,F,A_index,15,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1985,bll.27.22-32,NA,NA,F,A_index,17,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1997,bll.27.22-32,NA,NA,F,A_index,26,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1990,bll.27.22-32,NA,NA,F,A_index,1,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1999,bll.27.22-32,NA,NA,F,A_index,25,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1974,bll.27.22-32,NA,NA,F,A_index,26,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1975,bll.27.22-32,NA,NA,F,A_index,40,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1982,bll.27.22-32,NA,NA,F,A_index,36,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2022,bll.27.22-32,NA,0.67,F,A_index,40,NA,2,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1995,bll.27.22-32,NA,NA,F,A_index,160,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1996,bll.27.22-32,NA,NA,F,A_index,62,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1970,bll.27.22-32,NA,NA,F,A_index,4,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2011,bll.27.22-32,NA,0.82,F,A_index,57,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2012,bll.27.22-32,NA,0.41,F,A_index,31,NA,0,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2000,bll.27.22-32,NA,NA,F,A_index,28,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2001,bll.27.22-32,NA,0.16,F,A_index,19,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1976,bll.27.22-32,NA,NA,F,A_index,48,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1977,bll.27.22-32,NA,NA,F,A_index,67,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1978,bll.27.22-32,NA,NA,F,A_index,40,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1979,bll.27.22-32,NA,NA,F,A_index,30,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1980,bll.27.22-32,NA,NA,F,A_index,26,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1981,bll.27.22-32,NA,NA,F,A_index,23,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2021,bll.27.22-32,NA,0.64,F,A_index,53,NA,2,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2006,bll.27.22-32,NA,0.63,F,A_index,56,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2007,bll.27.22-32,NA,0.58,F,A_index,56,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2008,bll.27.22-32,NA,0.63,F,A_index,105,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2009,bll.27.22-32,NA,0.55,F,A_index,92,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2013,bll.27.22-32,NA,0.35,F,A_index,31,NA,0,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2014,bll.27.22-32,NA,0.59,F,A_index,28,NA,4,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2015,bll.27.22-32,NA,0.44,F,A_index,40,NA,0,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2016,bll.27.22-32,NA,0.41,F,A_index,39,NA,0,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1991,bll.27.22-32,NA,NA,F,A_index,15,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1992,bll.27.22-32,NA,NA,F,A_index,28,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1993,bll.27.22-32,NA,NA,F,A_index,35,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1994,bll.27.22-32,NA,NA,F,A_index,63,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2005,bll.27.22-32,NA,0.49,F,A_index,62,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2010,bll.27.22-32,NA,0.87,F,A_index,82,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2018,bll.27.22-32,NA,0.69,F,A_index,57,NA,3,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2019,bll.27.22-32,NA,0.92,F,A_index,63,NA,9,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2020,bll.27.22-32,NA,0.67,F,A_index,69,NA,6,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2017,bll.27.22-32,NA,0.62,F,A_index,49,NA,9,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2002,bll.27.22-32,NA,0.19,F,A_index,27,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2003,bll.27.22-32,NA,0.27,F,A_index,36,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2004,bll.27.22-32,NA,0.66,F,A_index,41,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1997,bwp.27.2729-32,NA,NA,F,B_index,406,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2001,bwp.27.2729-32,NA,1.338,F,B_index,503,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1998,bwp.27.2729-32,NA,NA,F,B_index,397,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1999,bwp.27.2729-32,NA,NA,F,B_index,406,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2000,bwp.27.2729-32,NA,2.01,F,B_index,422,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1995,bwp.27.2729-32,NA,NA,F,B_index,258,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2019,bwp.27.2729-32,NA,1.071,F,B_index,121,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1992,bwp.27.2729-32,NA,NA,F,B_index,245,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1996,bwp.27.2729-32,NA,NA,F,B_index,450,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1981,bwp.27.2729-32,NA,NA,F,B_index,1656,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1982,bwp.27.2729-32,NA,NA,F,B_index,1854,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2002,bwp.27.2729-32,NA,0.626,F,B_index,523,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2009,bwp.27.2729-32,NA,0.713,F,B_index,262,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2006,bwp.27.2729-32,NA,1.044,F,B_index,344,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1994,bwp.27.2729-32,NA,NA,F,B_index,129,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2013,bwp.27.2729-32,NA,1.218,F,B_index,234,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2003,bwp.27.2729-32,NA,1.602,F,B_index,374,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2008,bwp.27.2729-32,NA,1.8,F,B_index,249,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1983,bwp.27.2729-32,NA,NA,F,B_index,1870,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2005,bwp.27.2729-32,NA,1.029,F,B_index,330,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1980,bwp.27.2729-32,NA,NA,F,B_index,1519,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1991,bwp.27.2729-32,NA,NA,F,B_index,349,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1993,bwp.27.2729-32,NA,NA,F,B_index,307,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1989,bwp.27.2729-32,NA,NA,F,B_index,566,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2010,bwp.27.2729-32,NA,0.495,F,B_index,227,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2015,bwp.27.2729-32,NA,4.358,F,B_index,176,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1990,bwp.27.2729-32,NA,NA,F,B_index,343,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2016,bwp.27.2729-32,NA,1.185,F,B_index,173,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2021,bwp.27.2729-32,NA,0.425,F,B_index,124,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2004,bwp.27.2729-32,NA,0.856,F,B_index,373,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2014,bwp.27.2729-32,NA,1.262,F,B_index,183,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1988,bwp.27.2729-32,NA,NA,F,B_index,728,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1987,bwp.27.2729-32,NA,NA,F,B_index,787,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2017,bwp.27.2729-32,NA,1.882,F,B_index,150,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2007,bwp.27.2729-32,NA,1.272,F,B_index,263,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2011,bwp.27.2729-32,NA,0.586,F,B_index,221,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1985,bwp.27.2729-32,NA,NA,F,B_index,1157,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2020,bwp.27.2729-32,NA,0.762,F,B_index,149,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2012,bwp.27.2729-32,NA,0.563,F,B_index,188,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1986,bwp.27.2729-32,NA,NA,F,B_index,952,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2018,bwp.27.2729-32,NA,1.045,F,B_index,127,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1984,bwp.27.2729-32,NA,NA,F,B_index,1610,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1991,bzq.27.2425,NA,NA,F,SSB,5374,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2002,bzq.27.2425,NA,57.892,F,SSB,12982,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2003,bzq.27.2425,NA,31.713,F,SSB,9360,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1987,bzq.27.2425,NA,NA,F,SSB,5687,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1992,bzq.27.2425,NA,NA,F,SSB,4953,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1985,bzq.27.2425,NA,NA,F,SSB,6009,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1993,bzq.27.2425,NA,NA,F,SSB,5231,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1986,bzq.27.2425,NA,NA,F,SSB,7487,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1984,bzq.27.2425,NA,NA,F,SSB,5542,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1995,bzq.27.2425,NA,NA,F,SSB,12602,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1982,bzq.27.2425,NA,NA,F,SSB,5999,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1994,bzq.27.2425,NA,NA,F,SSB,8493,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2008,bzq.27.2425,NA,86.294,F,SSB,10411,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1978,bzq.27.2425,NA,NA,F,SSB,4330,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1996,bzq.27.2425,NA,NA,F,SSB,10517,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1990,bzq.27.2425,NA,NA,F,SSB,4758,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1988,bzq.27.2425,NA,NA,F,SSB,5762,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1999,bzq.27.2425,NA,NA,F,SSB,7165,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1983,bzq.27.2425,NA,NA,F,SSB,6031,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2004,bzq.27.2425,NA,40.936,F,SSB,11370,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1980,bzq.27.2425,NA,NA,F,SSB,4737,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1977,bzq.27.2425,NA,NA,F,SSB,6684,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2005,bzq.27.2425,NA,43.4,F,SSB,12696,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1981,bzq.27.2425,NA,NA,F,SSB,4346,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1997,bzq.27.2425,NA,NA,F,SSB,8697,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2012,bzq.27.2425,NA,96.232,F,SSB,10430,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1976,bzq.27.2425,NA,NA,F,SSB,4890,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2010,bzq.27.2425,NA,107.266,F,SSB,11348,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1979,bzq.27.2425,NA,NA,F,SSB,4462,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2001,bzq.27.2425,NA,30.595,F,SSB,10464,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2006,bzq.27.2425,NA,59.596,F,SSB,10852,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1973,bzq.27.2425,NA,NA,F,SSB,5612,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2009,bzq.27.2425,NA,86.812,F,SSB,10227,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2007,bzq.27.2425,NA,44.602,F,SSB,11891,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2021,bzq.27.2425,NA,114.151,F,SSB,7910,8197,377,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1975,bzq.27.2425,NA,NA,F,SSB,5825,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2000,bzq.27.2425,NA,NA,F,SSB,8288,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2017,bzq.27.2425,NA,197.803,F,SSB,10855,17055,6201,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1989,bzq.27.2425,NA,NA,F,SSB,6632,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2014,bzq.27.2425,NA,134.415,F,SSB,14612,20154,5542,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1998,bzq.27.2425,NA,NA,F,SSB,8587,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2013,bzq.27.2425,NA,114.529,F,SSB,14318,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2016,bzq.27.2425,NA,206.956,F,SSB,14622,19779,5143,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2020,bzq.27.2425,NA,129.932,F,SSB,9112,10105,992,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1974,bzq.27.2425,NA,NA,F,SSB,6822,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2019,bzq.27.2425,NA,128.973,F,SSB,11815,14657,2842,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2015,bzq.27.2425,NA,162.854,F,SSB,11090,17055,5965,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2011,bzq.27.2425,NA,73.079,F,SSB,10610,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2018,bzq.27.2425,NA,116.317,F,SSB,12788,19107,6318,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2020,bzq.27.2628,NA,69.24,F,SSB,1965,2066,101,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2008,bzq.27.2628,NA,198.78,F,SSB,4727,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2017,bzq.27.2628,NA,105.53,F,SSB,3908,4325,418,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2009,bzq.27.2628,NA,146.5,F,SSB,3398,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2007,bzq.27.2628,NA,223.6,F,SSB,5905,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2011,bzq.27.2628,NA,209.88,F,SSB,3387,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2018,bzq.27.2628,NA,72.67,F,SSB,3475,4734,1259,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2006,bzq.27.2628,NA,151.17,F,SSB,4524,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2010,bzq.27.2628,NA,196.39,F,SSB,3577,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2002,bzq.27.2628,NA,316.52,F,SSB,3798,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2000,bzq.27.2628,NA,NA,F,SSB,3049,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2019,bzq.27.2628,NA,119.33,F,SSB,2740,3390,650,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2003,bzq.27.2628,NA,143.6,F,SSB,3929,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2021,bzq.27.2628,NA,72.37,F,SSB,1911,1911,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2001,bzq.27.2628,NA,437.1,F,SSB,3941,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1999,bzq.27.2628,NA,NA,F,SSB,3590,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2012,bzq.27.2628,NA,134.2,F,SSB,3959,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2013,bzq.27.2628,NA,175.81,F,SSB,5089,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1996,bzq.27.2628,NA,NA,F,SSB,4043,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1998,bzq.27.2628,NA,NA,F,SSB,3940,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2016,bzq.27.2628,NA,51.64,F,SSB,4252,4442,191,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1997,bzq.27.2628,NA,NA,F,SSB,4175,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2005,bzq.27.2628,NA,294.95,F,SSB,6058,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2015,bzq.27.2628,NA,68.8,F,SSB,4443,5388,945,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2014,bzq.27.2628,NA,95.84,F,SSB,4614,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2004,bzq.27.2628,NA,366.87,F,SSB,4943,NA,NA,2022,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2012,cod.27.22-24,0.995,0.682,Fishing pressure: Relative,NA,8622,NA,369.658,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.660815442
2009,cod.27.22-24,0.874,0.633,Fishing pressure: Relative,NA,7313,NA,351.04,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.6133375
2010,cod.27.22-24,1.077,0.608,Fishing pressure: Relative,NA,8007,NA,838.238,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.58911406
2011,cod.27.22-24,1.008,0.639,Fishing pressure: Relative,NA,9107,NA,298.823,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.619151125
2002,cod.27.22-24,0.968,1.399,Fishing pressure: Relative,NA,20410,NA,1395.108,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.3555437
1999,cod.27.22-24,1.306,1.797,Fishing pressure: Relative,NA,35934,NA,4378.157,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.741180864
2000,cod.27.22-24,1.213,1.694,Fishing pressure: Relative,NA,31132,NA,3738.037,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.641380291
