Year,StockKeyLabel,F,SSB,FishingPressureDescription,StockSizeDescription,Landings,Catches,Discards,AssessmentYear,Flim,Fpa,Bpa,Blim,FMSY,MSYBtrigger,Ecoregion,landings,F/FMSy,B/BMSY
2001,cod.27.22-24,1.168,1.546,Fishing pressure: Relative,NA,27781,NA,2449.182,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.497977526
2007,cod.27.22-24,0.904,1.275,Fishing pressure: Relative,NA,17384,NA,1325.188,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.235395437
2008,cod.27.22-24,0.89,0.885,Fishing pressure: Relative,NA,11302,NA,335.652,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.857509774
1995,cod.27.22-24,1.166,1.599,Fishing pressure: Relative,NA,28310,NA,3015.816,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.549331219
1996,cod.27.22-24,1.262,2.075,Fishing pressure: Relative,NA,38505,NA,6867.955,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,2.010545516
1997,cod.27.22-24,1.091,2.188,Fishing pressure: Relative,NA,37077,NA,3981.146,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,2.120035464
1998,cod.27.22-24,1.273,1.627,Fishing pressure: Relative,NA,29634,NA,5575.363,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.576461472
1985,cod.27.22-24,1.214,1.558,Fishing pressure: Relative,NA,33188,NA,NA,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.509604778
2013,cod.27.22-24,1.133,0.559,Fishing pressure: Relative,NA,7697,NA,1007.279,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.541636117
2014,cod.27.22-24,0.979,0.71,Fishing pressure: Relative,NA,8083,NA,836.572,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.687945695
2015,cod.27.22-24,0.946,0.759,Fishing pressure: Relative,NA,8390,NA,431.531,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.735423637
2003,cod.27.22-24,1.018,1.272,Fishing pressure: Relative,NA,17205,NA,3473.407,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.232488625
2004,cod.27.22-24,1,1.252,Fishing pressure: Relative,NA,17686,NA,2188.819,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.213109873
2005,cod.27.22-24,0.939,1.458,Fishing pressure: Relative,NA,18493,NA,3264.748,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.412711018
2006,cod.27.22-24,0.883,1.404,Fishing pressure: Relative,NA,18503,NA,1686.475,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.360388388
1993,cod.27.22-24,0.787,0.993,Fishing pressure: Relative,NA,11815,NA,NA,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.962155035
1994,cod.27.22-24,0.802,1.427,Fishing pressure: Relative,NA,16642,NA,1614.274,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.382673952
2021,cod.27.22-24,0.583,0.192,Fishing pressure: Relative,NA,1065,NA,51,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.186036019
2022,cod.27.22-24,0.138,0.156,Fishing pressure: Relative,NA,88,NA,27,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.151154265
2023,cod.27.22-24,NA,0.232,Fishing pressure: Relative,NA,NA,NA,NA,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.224793523
1989,cod.27.22-24,0.92,0.867,Fishing pressure: Relative,NA,12795,NA,NA,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.840068897
1986,cod.27.22-24,1.092,1.089,Fishing pressure: Relative,NA,20088,NA,NA,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.055173044
1987,cod.27.22-24,1.108,1.151,Fishing pressure: Relative,NA,21692,NA,NA,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.115247175
1988,cod.27.22-24,1.003,1.217,Fishing pressure: Relative,NA,20672,NA,NA,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,1.179197057
2019,cod.27.22-24,0.928,0.539,Fishing pressure: Relative,NA,6103,NA,655,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.522257365
1990,cod.27.22-24,1.294,0.594,Fishing pressure: Relative,NA,12237,NA,NA,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.575548933
1991,cod.27.22-24,1.558,0.517,Fishing pressure: Relative,NA,12931,NA,NA,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.500940738
1992,cod.27.22-24,1.586,0.612,Fishing pressure: Relative,NA,15672,NA,NA,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.59298981
2018,cod.27.22-24,0.62,0.459,Fishing pressure: Relative,NA,3555,NA,157.32,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.444742357
2020,cod.27.22-24,0.638,0.367,Fishing pressure: Relative,NA,2900,NA,151.827,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.355600098
2016,cod.27.22-24,0.936,0.56,Fishing pressure: Relative,NA,6122,NA,143.022,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.542605055
2017,cod.27.22-24,0.701,0.409,Fishing pressure: Relative,NA,3861,NA,179.699,2023,NA,NA,NA,0.661928359,NA,1.032058207,Baltic Sea,NA,,0.396295478
1976,cod.27.24-32,0.495,245620,F,SSB,210275,214616,4341,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,2.011399184
2002,cod.27.24-32,0.723,85029,F,SSB,72800,74824,2024,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.696308368
1973,cod.27.24-32,0.626,143028,F,SSB,150484,157975,7491,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.171266194
1974,cod.27.24-32,0.493,195401,F,SSB,154738,162671,7933,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.600152317
1975,cod.27.24-32,0.503,245200,F,SSB,200325,209901,9576,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,2.007959775
2006,cod.27.24-32,0.654,94986,F,SSB,72298,77086,4788,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.77784693
2003,cod.27.24-32,0.736,86704,F,SSB,75206,78093,2886,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.710025059
2004,cod.27.24-32,0.754,75587,F,SSB,73887,75276,1389,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.618987176
2005,cod.27.24-32,0.589,94283,F,SSB,61096,64495,3399,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.772090014
1971,cod.27.24-32,0.79,120588,F,SSB,171426,176852,5426,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.98750348
1972,cod.27.24-32,0.722,121452,F,SSB,151140,159630,8490,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.994578836
1999,cod.27.24-32,0.948,51971,F,SSB,79216,81653,2437,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.425594117
2000,cod.27.24-32,1.034,61608,F,SSB,95605,102833,7228,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.504512177
2001,cod.27.24-32,1.011,75403,F,SSB,99122,102402,3280,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.617480387
2015,cod.27.24-32,0.38,132347,F,SSB,43108,50008,6900,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.083798745
2016,cod.27.24-32,0.298,113740,F,SSB,33854,37438,3585,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.931424734
1977,cod.27.24-32,0.407,252350,F,SSB,171435,174413,2978,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,2.06651162
1978,cod.27.24-32,0.338,310759,F,SSB,160562,170437,9875,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,2.544826965
1979,cod.27.24-32,0.374,407244,F,SSB,235444,250020,14576,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,3.33494931
2007,cod.27.24-32,0.524,93791,F,SSB,59635,64656,5021,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.768060992
2008,cod.27.24-32,0.394,134284,F,SSB,51045,55578,4533,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.099660973
2009,cod.27.24-32,0.372,148363,F,SSB,56722,60513,3792,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.214954878
2010,cod.27.24-32,0.351,152917,F,SSB,56325,60400,4076,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.2522479
2011,cod.27.24-32,0.393,136020,F,SSB,57913,62245,4332,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.113877197
2012,cod.27.24-32,0.533,108942,F,SSB,59694,67024,7331,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.89213358
2013,cod.27.24-32,0.396,102055,F,SSB,36714,42977,6263,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.83573546
2014,cod.27.24-32,0.388,111502,F,SSB,34364,45289,10925,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.913097597
1988,cod.27.24-32,0.801,142483,F,SSB,203274,210527,7253,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.166803151
1989,cod.27.24-32,0.806,119505,F,SSB,184899,188361,3462,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.978634718
1990,cod.27.24-32,0.929,90070,F,SSB,159089,163276,4187,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.737589466
1991,cod.27.24-32,1.049,57472,F,SSB,126279,129020,2741,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.470642187
1992,cod.27.24-32,0.556,60987,F,SSB,57206,59110,1904,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.499426765
1993,cod.27.24-32,0.349,103145,F,SSB,54596,56154,1558,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.844661546
1994,cod.27.24-32,0.539,120533,F,SSB,107407,109984,2577,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.987053082
1995,cod.27.24-32,0.55,132252,F,SSB,113303,115843,2540,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.083020784
1996,cod.27.24-32,0.848,93871,F,SSB,134229,136788,2559,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.768716118
1997,cod.27.24-32,0.911,63303,F,SSB,95147,99251,4103,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.518392649
1998,cod.27.24-32,0.882,56050,F,SSB,72010,74940,2930,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.45899733
1958,cod.27.24-32,0.642,118619,F,SSB,136301,136301,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.971379203
1959,cod.27.24-32,0.694,100056,F,SSB,126033,126033,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.819365511
1960,cod.27.24-32,0.905,84590,F,SSB,145408,145408,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.692713366
1961,cod.27.24-32,0.733,83824,F,SSB,112034,112034,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.686440539
1962,cod.27.24-32,0.733,86508,F,SSB,115553,115553,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.708420001
1963,cod.27.24-32,0.783,84970,F,SSB,123047,123047,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.695825213
1964,cod.27.24-32,0.596,93140,F,SSB,97788,97788,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.762729908
1965,cod.27.24-32,0.579,108468,F,SSB,109809,109809,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.888251961
1966,cod.27.24-32,0.876,118741,F,SSB,183942,192677,8735,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.972378269
1967,cod.27.24-32,0.845,137163,F,SSB,202345,214078,11733,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.123237303
1968,cod.27.24-32,0.88,142177,F,SSB,224967,234667,9700,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.164297296
1969,cod.27.24-32,0.879,138226,F,SSB,218140,228794,10654,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.131942283
1970,cod.27.24-32,0.868,129559,F,SSB,204171,211796,7625,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.06096762
1985,cod.27.24-32,0.645,282790,F,SSB,322054,330253,8199,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,2.315786888
1986,cod.27.24-32,0.718,195258,F,SSB,259162,263010,3848,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.59898128
1987,cod.27.24-32,0.786,149671,F,SSB,213955,223295,9340,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.225666181
1946,cod.27.24-32,0.394,62861,F,SSB,40985,40985,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.514773081
1947,cod.27.24-32,0.51,82786,F,SSB,71831,71831,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.677940285
1948,cod.27.24-32,0.577,106429,F,SSB,107104,107104,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.871554449
2017,cod.27.24-32,0.307,85337,F,SSB,27500,30965,3465,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.698830601
2018,cod.27.24-32,0.267,73682,F,SSB,18202,21605,3403,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.603386999
1980,cod.27.24-32,0.474,457303,F,SSB,355340,363884,8544,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,3.744885926
1981,cod.27.24-32,0.481,421705,F,SSB,345401,351586,6185,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,3.45337144
1982,cod.27.24-32,0.46,446399,F,SSB,328291,339839,11548,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,3.655592315
1983,cod.27.24-32,0.463,443801,F,SSB,342001,352999,10998,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,3.634317114
1984,cod.27.24-32,0.606,377474,F,SSB,400661,409182,8521,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,3.091160719
1956,cod.27.24-32,0.605,142610,F,SSB,151985,151985,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.167843163
1957,cod.27.24-32,0.741,133830,F,SSB,181366,181366,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.095943135
1949,cod.27.24-32,0.559,115173,F,SSB,112735,112735,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.94315967
1950,cod.27.24-32,0.585,121151,F,SSB,124509,124509,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.992113926
1951,cod.27.24-32,0.59,133125,F,SSB,137815,137815,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.090169841
1952,cod.27.24-32,0.659,136569,F,SSB,161103,161103,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.118372996
1953,cod.27.24-32,0.484,142489,F,SSB,118132,118132,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.166852286
1954,cod.27.24-32,0.524,136804,F,SSB,123947,123947,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.120297427
1955,cod.27.24-32,0.486,138087,F,SSB,114415,114415,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,1.130804003
2022,cod.27.24-32,0.015,76713,F,SSB,1146,1181,35,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.628208068
2023,cod.27.24-32,NA,76903,F,SSB,NA,NA,NA,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.629763991
2019,cod.27.24-32,0.16,68094,F,SSB,9980,11938,1958,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.55762648
2020,cod.27.24-32,0.039,64835,F,SSB,2748,2899,152,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.530938304
2021,cod.27.24-32,0.024,69026,F,SSB,1651,1764,113,2023,NA,NA,122114,108942,NA,122114,Baltic Sea,NA,,0.565258693
1981,dab.27.22-32,NA,NA,F,B_index,1865,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2011,dab.27.22-32,NA,160.258,F,B_index,1268,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1982,dab.27.22-32,NA,NA,F,B_index,2209,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1976,dab.27.22-32,NA,NA,F,B_index,1456,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1977,dab.27.22-32,NA,NA,F,B_index,1048,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1978,dab.27.22-32,NA,NA,F,B_index,1144,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1979,dab.27.22-32,NA,NA,F,B_index,1639,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1980,dab.27.22-32,NA,NA,F,B_index,1758,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2020,dab.27.22-32,NA,113.07,F,B_index,1026,1599,573,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2021,dab.27.22-32,NA,132.37,F,B_index,793,1261,468,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2022,dab.27.22-32,NA,160.608,F,B_index,256,389,133,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1983,dab.27.22-32,NA,NA,F,B_index,2334,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1984,dab.27.22-32,NA,NA,F,B_index,2132,NA,NA,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2012,dab.27.22-32,NA,128.535,F,B_index,1285,2476,1191,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2013,dab.27.22-32,NA,139.947,F,B_index,1384,2842,1458,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2014,dab.27.22-32,NA,177.587,F,B_index,1269,2026,757,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2015,dab.27.22-32,NA,119.593,F,B_index,1268,2323,1055,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2016,dab.27.22-32,NA,133.299,F,B_index,1356,2363,1007,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2017,dab.27.22-32,NA,96.179,F,B_index,1227,2167,940,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2018,dab.27.22-32,NA,134.118,F,B_index,941,1781,840,2023,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
