Year,StockKeyLabel,F,SSB,FishingPressureDescription,StockSizeDescription,Landings,Catches,Discards,AssessmentYear,Flim,Fpa,Bpa,Blim,FMSY,MSYBtrigger,Ecoregion,landings,F/FMSy,B/BMSY
2003,ple.27.21-23,0.791,5677,F,SSB,3618,5623,2004,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,2.551612903,1.200211416
2004,ple.27.21-23,0.71,5162,F,SSB,2766,4135,1369,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,2.290322581,1.091331924
2005,ple.27.21-23,0.7,4825,F,SSB,2354,3551,1197,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,2.258064516,1.020084567
2006,ple.27.21-23,0.801,4944,F,SSB,2580,4350,1770,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,2.583870968,1.045243129
2007,ple.27.21-23,0.776,4298,F,SSB,2691,3882,1191,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,2.503225806,0.908668076
2008,ple.27.21-23,0.827,3994,F,SSB,2028,3930,1902,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,2.667741935,0.844397463
2009,ple.27.21-23,0.763,3747,F,SSB,1635,3083,1448,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,2.461290323,0.79217759
2010,ple.27.21-23,0.644,3738,F,SSB,1570,3059,1489,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,2.077419355,0.790274841
2011,ple.27.21-23,0.711,4364,F,SSB,1584,3629,2045,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,2.293548387,0.922621564
2012,ple.27.21-23,0.457,4876,F,SSB,1845,3196,1351,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,1.474193548,1.030866808
2013,ple.27.21-23,0.417,6108,F,SSB,1956,3593,1638,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,1.34516129,1.291331924
2014,ple.27.21-23,0.397,7111,F,SSB,1931,3877,1946,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,1.280645161,1.503382664
2015,ple.27.21-23,0.419,7686,F,SSB,2687,3707,1021,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,1.351612903,1.624947146
2016,ple.27.21-23,0.518,7886,F,SSB,3020,4521,1501,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,1.670967742,1.667230444
2017,ple.27.21-23,0.506,7797,F,SSB,3243,3773,530,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,1.632258065,1.648414376
2018,ple.27.21-23,0.525,8352,F,SSB,3446,4846,1400,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,1.693548387,1.765750529
2019,ple.27.21-23,0.505,9040,F,SSB,4334,5388,1054,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,1.629032258,1.911205074
2020,ple.27.21-23,0.437,8129,F,SSB,3409,4469,1061,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,1.409677419,1.718604651
2021,ple.27.21-23,0.26,8870,F,SSB,2126,3053,927,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,0.838709677,1.875264271
2022,ple.27.21-23,0.149,13254,F,SSB,1467,2274,807,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,0.480645161,2.802114165
2023,ple.27.21-23,NA,23194,F,SSB,NA,NA,NA,2023,1,0.81,4730,3635,0.31,4730,Baltic Sea,NA,,4.90359408
2002,ple.27.24-32,1.37,0.273,F/Fmsy,B/Bmsy,915,1269,353,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,1.37,0.546
2003,ple.27.24-32,1.639,0.304,F/Fmsy,B/Bmsy,1281,1552,271,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,1.639,0.608
2004,ple.27.24-32,1.684,0.241,F/Fmsy,B/Bmsy,1081,1295,214,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,1.684,0.482
2005,ple.27.24-32,1.302,0.267,F/Fmsy,B/Bmsy,1081,1247,166,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,1.302,0.534
2006,ple.27.24-32,1.145,0.375,F/Fmsy,B/Bmsy,1012,1830,818,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,1.145,0.75
2007,ple.27.24-32,1.045,0.478,F/Fmsy,B/Bmsy,1167,1658,491,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,1.045,0.956
2008,ple.27.24-32,0.81,0.567,F/Fmsy,B/Bmsy,1102,1397,294,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.81,1.134
2009,ple.27.24-32,0.696,0.704,F/Fmsy,B/Bmsy,1226,1644,418,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.696,1.408
2010,ple.27.24-32,0.729,0.776,F/Fmsy,B/Bmsy,903,1901,998,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.729,1.552
2011,ple.27.24-32,0.761,0.792,F/Fmsy,B/Bmsy,748,2125,1377,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.761,1.584
2012,ple.27.24-32,0.683,0.853,F/Fmsy,B/Bmsy,848,1766,917,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.683,1.706
2013,ple.27.24-32,0.549,0.904,F/Fmsy,B/Bmsy,738,1520,781,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.549,1.808
2014,ple.27.24-32,0.378,0.939,F/Fmsy,B/Bmsy,534,1015,481,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.378,1.878
2015,ple.27.24-32,0.236,1.126,F/Fmsy,B/Bmsy,427,647,220,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.236,2.252
2016,ple.27.24-32,0.23,1.394,F/Fmsy,B/Bmsy,521,1579,1058,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.23,2.788
2017,ple.27.24-32,0.245,1.561,F/Fmsy,B/Bmsy,650,1058,408,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.245,3.122
2018,ple.27.24-32,0.274,1.804,F/Fmsy,B/Bmsy,1644,2355,711,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.274,3.608
2019,ple.27.24-32,0.342,1.884,F/Fmsy,B/Bmsy,1741,2359,617,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.342,3.768
2020,ple.27.24-32,0.271,1.885,F/Fmsy,B/Bmsy,1024,1247,223,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.271,3.77
2021,ple.27.24-32,0.213,1.785,F/Fmsy,B/Bmsy,767,1317,550,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.213,3.57
2022,ple.27.24-32,0.151,1.757,F/Fmsy,B/Bmsy,458,608,150,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,0.151,3.514
2023,ple.27.24-32,NA,1.75,F/Fmsy,B/Bmsy,NA,NA,NA,2023,1.7,NA,NA,0.3,1,0.5,Baltic Sea,NA,,3.5
1974,spr.27.22-32,0.311,1058866,F,SSB,234100,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.914705882,1.957238447
1975,spr.27.22-32,0.302,842638,F,SSB,200700,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.888235294,1.557556377
1976,spr.27.22-32,0.299,639077,F,SSB,165300,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.879411765,1.181288355
1977,spr.27.22-32,0.288,924505,F,SSB,180800,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.847058824,1.708881701
1978,spr.27.22-32,0.249,695260,F,SSB,132400,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.732352941,1.285138632
1979,spr.27.22-32,0.225,379087,F,SSB,77100,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.661764706,0.700715342
1980,spr.27.22-32,0.243,281603,F,SSB,58100,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.714705882,0.520523105
1981,spr.27.22-32,0.189,282460,F,SSB,49300,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.555882353,0.522107209
1982,spr.27.22-32,0.195,346178,F,SSB,48700,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.573529412,0.639885397
1983,spr.27.22-32,0.127,345553,F,SSB,37300,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.373529412,0.638730129
1984,spr.27.22-32,0.149,558549,F,SSB,52500,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.438235294,1.032438078
1985,spr.27.22-32,0.161,613036,F,SSB,69500,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.473529412,1.13315342
1986,spr.27.22-32,0.18,548550,F,SSB,75800,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.529411765,1.013955638
1987,spr.27.22-32,0.227,472561,F,SSB,93400,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.667647059,0.873495379
1988,spr.27.22-32,0.234,466539,F,SSB,82800,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.688235294,0.86236414
1989,spr.27.22-32,0.24,449517,F,SSB,88700,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.705882353,0.830900185
1990,spr.27.22-32,0.196,747099,F,SSB,94900,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.576470588,1.380959335
1991,spr.27.22-32,0.18,941255,F,SSB,116500,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.529411765,1.739842884
1992,spr.27.22-32,0.202,1005998,F,SSB,145700,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.594117647,1.859515712
1993,spr.27.22-32,0.219,1274757,F,SSB,192600,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.644117647,2.356297597
1994,spr.27.22-32,0.273,1419210,F,SSB,297600,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.802941176,2.623308688
1995,spr.27.22-32,0.352,1127016,F,SSB,326000,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.035294118,2.083208872
1996,spr.27.22-32,0.398,1622978,F,SSB,452300,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.170588235,2.999959335
1997,spr.27.22-32,0.433,1731148,F,SSB,543200,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.273529412,3.199903882
1998,spr.27.22-32,0.472,1169072,F,SSB,480300,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.388235294,2.160946396
1999,spr.27.22-32,0.433,1269998,F,SSB,429700,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.273529412,2.347500924
2000,spr.27.22-32,0.423,1036823,F,SSB,389600,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.244117647,1.91649353
2001,spr.27.22-32,0.424,1039610,F,SSB,353200,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.247058824,1.921645102
2002,spr.27.22-32,0.419,900779,F,SSB,344600,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.232352941,1.665025878
2003,spr.27.22-32,0.413,847891,F,SSB,309400,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.214705882,1.567266174
2004,spr.27.22-32,0.462,957173,F,SSB,367300,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.358823529,1.769266174
2005,spr.27.22-32,0.419,1337981,F,SSB,404400,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.232352941,2.473162662
2006,spr.27.22-32,0.369,1046256,F,SSB,344600,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.085294118,1.93392976
2007,spr.27.22-32,0.443,926017,F,SSB,386800,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.302941176,1.711676525
2008,spr.27.22-32,0.436,1025209,F,SSB,376600,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.282352941,1.895025878
2009,spr.27.22-32,0.454,968966,F,SSB,418100,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.335294118,1.791064695
2010,spr.27.22-32,0.4,1042774,F,SSB,324700,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.176470588,1.92749353
2011,spr.27.22-32,0.324,867977,F,SSB,255400,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.952941176,1.604393715
2012,spr.27.22-32,0.311,867086,F,SSB,243000,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.914705882,1.602746765
2013,spr.27.22-32,0.353,895339,F,SSB,272900,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.038235294,1.654970425
2014,spr.27.22-32,0.371,775753,F,SSB,242200,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.091176471,1.433924214
2015,spr.27.22-32,0.341,795903,F,SSB,247300,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.002941176,1.471170055
2016,spr.27.22-32,0.312,1194339,F,SSB,247100,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.917647059,2.207650647
2017,spr.27.22-32,0.326,1197166,F,SSB,288500,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,0.958823529,2.212876155
2018,spr.27.22-32,0.354,1018449,F,SSB,312200,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.041176471,1.882530499
2019,spr.27.22-32,0.405,917639,F,SSB,317700,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.191176471,1.696190388
2020,spr.27.22-32,0.373,892322,F,SSB,274100,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.097058824,1.649393715
2021,spr.27.22-32,0.356,1082149,F,SSB,284900,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.047058824,2.000275416
2022,spr.27.22-32,0.358,1127237,F,SSB,301409,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,1.052941176,2.083617375
2023,spr.27.22-32,NA,903773,F,SSB,NA,NA,NA,2023,0.49,0.35,541000,459000,0.34,541000,Baltic Sea,NA,,1.670560074
2014,tur.27.22-32,NA,2.4,F,A_index,253,337,85,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1975,tur.27.22-32,NA,NA,F,A_index,167,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1998,tur.27.22-32,NA,NA,F,A_index,798,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2011,tur.27.22-32,NA,3.45,F,A_index,263,282,19,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2013,tur.27.22-32,NA,2.9,F,A_index,313,338,25,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1973,tur.27.22-32,NA,NA,F,A_index,153,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1997,tur.27.22-32,NA,NA,F,A_index,1043,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2010,tur.27.22-32,NA,2.75,F,A_index,295,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1972,tur.27.22-32,NA,NA,F,A_index,142,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1996,tur.27.22-32,NA,NA,F,A_index,1206,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2015,tur.27.22-32,NA,3.25,F,A_index,233,267,34,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1999,tur.27.22-32,NA,NA,F,A_index,556,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2001,tur.27.22-32,NA,2.3,F,A_index,464,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1982,tur.27.22-32,NA,NA,F,A_index,150,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2007,tur.27.22-32,NA,3.015,F,A_index,309,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1980,tur.27.22-32,NA,NA,F,A_index,152,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1971,tur.27.22-32,NA,NA,F,A_index,129,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1995,tur.27.22-32,NA,NA,F,A_index,807,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1994,tur.27.22-32,NA,NA,F,A_index,1024,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1979,tur.27.22-32,NA,NA,F,A_index,184,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1981,tur.27.22-32,NA,NA,F,A_index,181,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2018,tur.27.22-32,NA,3.469,F,A_index,370,517,147,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2019,tur.27.22-32,NA,2.82,F,A_index,201,296,95,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2000,tur.27.22-32,NA,NA,F,A_index,525,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1976,tur.27.22-32,NA,NA,F,A_index,149,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2003,tur.27.22-32,NA,1.33,F,A_index,579,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1970,tur.27.22-32,NA,NA,F,A_index,71,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2005,tur.27.22-32,NA,1.585,F,A_index,420,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2012,tur.27.22-32,NA,2.3,F,A_index,221,360,139,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1974,tur.27.22-32,NA,NA,F,A_index,155,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1991,tur.27.22-32,NA,NA,F,A_index,571,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1993,tur.27.22-32,NA,NA,F,A_index,1167,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2020,tur.27.22-32,NA,2.798,F,A_index,197,572,374,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2008,tur.27.22-32,NA,2.35,F,A_index,356,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2002,tur.27.22-32,NA,3.42,F,A_index,591,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2017,tur.27.22-32,NA,3.393,F,A_index,264,321,57,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2004,tur.27.22-32,NA,5.915,F,A_index,516,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1978,tur.27.22-32,NA,NA,F,A_index,128,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2009,tur.27.22-32,NA,2.675,F,A_index,394,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1983,tur.27.22-32,NA,NA,F,A_index,233,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1977,tur.27.22-32,NA,NA,F,A_index,208,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1987,tur.27.22-32,NA,NA,F,A_index,505,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2006,tur.27.22-32,NA,0.665,F,A_index,305,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1992,tur.27.22-32,NA,NA,F,A_index,763,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1990,tur.27.22-32,NA,NA,F,A_index,454,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1989,tur.27.22-32,NA,NA,F,A_index,352,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
2016,tur.27.22-32,NA,3.65,F,A_index,246,346,100,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1985,tur.27.22-32,NA,NA,F,A_index,230,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1986,tur.27.22-32,NA,NA,F,A_index,338,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1984,tur.27.22-32,NA,NA,F,A_index,137,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,
1988,tur.27.22-32,NA,NA,F,A_index,367,NA,NA,2021,NA,NA,NA,NA,NA,NA,Baltic Sea,NA,,